Date,Group,TopicType,Url,Title,PageViews,KS Calls,MCP Calls,PVMoM,Visitors,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Drilldown,Trends,Freshness,MSUpdateCycleDays,DaysUntilStale,LastReviewed,LastPublished,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,CSAs,PageViewsMoM,Title_Normalized,PageViews_Normalized,TopicType_Normalized,Group_Normalized,Platform,ContentSource,SourceFileType,InputFile,Content Type,Asset ID,URL,PVs MoM,Page Views,Visits,Bounce Rate,Clickthrough Rate,Exit Rate,Play Scroll Interact Rate,Helpful Rate,Author,Scroll Rate,Same Page Interaction Rate,Copy Rate,Primary Content Interaction Rate,Share Traffic Rate,Contact Us Rate,Download Rate,Growth Impresssions Rate,Growth CTA Rate,Growth Banner Dismiss Rate,Organic Search Rate,Direct Traffic Rate,Microsoft Traffic Rate,External Traffic Rate,Social Media Traffic Rate,FreshNess,AIReadiness,AIReadiness_WeakestDim,AIReadiness_TotalRecs,AIReadiness_ByDimension,Retrievability,Retrievability_Retrieved,Retrievability_Total
January 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/deployment-checklist,A checklist for deploying the Employee Self-Service agent,564,,,1.6%,330,H,0.0,9.2%,64.0%,81.8%,21.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a8b75bef-b36a-7c82-b143-cb97d09a7499&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a8b75bef-b36a-7c82-b143-cb97d09a7499&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,0.0,-92.0,2025-11-05,2026-01-12,52,9.2%,18.4%,71.6%,0.7%,0.0%,5%,0%,82%,11/5/2025,heidip,No,,a8b75bef-b36a-7c82-b143-cb97d09a7499,"[""ai-business-solutions""]",9.0,A checklist for deploying the Employee Self-Service agent,564.0,article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,heading_hierarchy,3.0,"{""heading_hierarchy"": 1, ""chunk_autonomy"": 0, ""context_completeness"": 0, ""entity_normalization"": 1, ""disambiguation"": 1, ""structured_data_utilization"": 0}",80.0,8.0,10.0
January 2026,Concepts,how-to,https://learn.microsoft.com/en-us/copilot/microsoft-365/enterprise-brand-manager-policy,Accessing an organizational asset library (OAL) in the Microsoft 365 Copilot app,487,,,11.2%,311,H,0.0,14.0%,50.1%,75.6%,20.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-49214186-cd46-5213-fa37-ea67d43403e5&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-49214186-cd46-5213-fa37-ea67d43403e5&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180.0,12.0,2025-08-21,2025-10-16,68,14.0%,16.8%,67.6%,1.6%,0.0%,3%,0%,75%,8/21/2025,scotv,No,,49214186-cd46-5213-fa37-ea67d43403e5,"[""ai-business-solutions""]",49.0,Accessing an organizational asset library (OAL) in the Microsoft 365 Copilot app,487.0,how-to,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,chunk_autonomy,2.0,"{""heading_hierarchy"": 0, ""chunk_autonomy"": 1, ""context_completeness"": 0, ""entity_normalization"": 0, ""disambiguation"": 1, ""structured_data_utilization"": 0}",90.0,9.0,10.0
January 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/api-plugin-adaptive-cards,Adaptive Card response templates for API plugins for Microsoft 365 Copilot,275,1.0,,-19.1%,182,L,2.0,17.8%,32.7%,70.3%,36.4%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-8ad056b4-ff58-c633-0721-a39f6565cbc2&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-8ad056b4-ff58-c633-0721-a39f6565cbc2&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,> 365 days,180.0,-191.0,2025-01-30,2026-01-30,69,25.1%,25.8%,44.4%,4.7%,0.0%,6%,0%,70%,9/16/2024,jasonjoh,No,,8ad056b4-ff58-c633-0721-a39f6565cbc2,"[""ai-business-solutions""]",-65.0,Adaptive Card response templates for API plugins for Microsoft 365 Copilot,275.0,article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,context_completeness,9.0,"{""heading_hierarchy"": 1, ""chunk_autonomy"": 2, ""context_completeness"": 3, ""entity_normalization"": 1, ""disambiguation"": 1, ""structured_data_utilization"": 1}",100.0,10.0,10.0
January 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/adaptive-card-dialog-box,Add a Dialog Box to Your Declarative Agent Adaptive Card Template (preview),146,,,-15.1%,84,H,0.0,11.6%,31.5%,75.0%,42.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-0fc0ffb3-cf8e-6256-4024-bb18f2f4dc8a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-0fc0ffb3-cf8e-6256-4024-bb18f2f4dc8a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180.0,-57.0,2025-06-13,2025-12-02,49,33.6%,20.5%,44.5%,1.4%,0.0%,8%,0%,75%,6/13/2025,isrumnon,No,,0fc0ffb3-cf8e-6256-4024-bb18f2f4dc8a,"[""ai-business-solutions""]",-26.0,Add a Dialog Box to Your Declarative Agent Adaptive Card Template (preview),146.0,article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,heading_hierarchy,11.0,"{""heading_hierarchy"": 2, ""chunk_autonomy"": 2, ""context_completeness"": 2, ""entity_normalization"": 2, ""disambiguation"": 1, ""structured_data_utilization"": 2}",80.0,8.0,10.0
January 2026,Concepts,tutorial,https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/build-declarative-agents-add-skills,Add capabilities and custom actions to a declarative agent created with Microsoft 365 Agents Toolkit,354,1.0,,13.1%,226,H,0.0,14.7%,45.5%,84.5%,20.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-2022bce7-c523-d26a-489e-86d5b8959655&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-2022bce7-c523-d26a-489e-86d5b8959655&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180.0,131.0,2025-12-18,2025-12-19,35,9.9%,13.3%,76.0%,0.8%,0.0%,5%,0%,84%,6/13/2025,slevert,No,,2022bce7-c523-d26a-489e-86d5b8959655,"[""ai-business-solutions""]",41.0,Add capabilities and custom actions to a declarative agent created with Microsoft 365 Agents Toolkit,354.0,tutorial,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,entity_normalization,5.0,"{""heading_hierarchy"": 1, ""chunk_autonomy"": 1, ""context_completeness"": 1, ""entity_normalization"": 2, ""disambiguation"": 0, ""structured_data_utilization"": 0}",90.0,9.0,10.0
January 2026,Concepts,tutorial,https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/build-declarative-agents-customize-behavior,Add instructions and conversation starters to a declarative agent created with Microsoft 365 Agents Toolkit,404,,,25.5%,265,H,0.0,12.1%,55.2%,83.8%,19.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d2473906-a64f-038a-e8a1-0ee1c02f3f2c&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d2473906-a64f-038a-e8a1-0ee1c02f3f2c&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180.0,-82.0,2025-05-19,2025-11-18,31,7.7%,12.6%,79.2%,0.5%,0.0%,5%,0%,84%,6/13/2025,slevert,No,,d2473906-a64f-038a-e8a1-0ee1c02f3f2c,"[""ai-business-solutions""]",82.0,Add instructions and conversation starters to a declarative agent created with Microsoft 365 Agents Toolkit,404.0,tutorial,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,heading_hierarchy,4.0,"{""heading_hierarchy"": 2, ""chunk_autonomy"": 1, ""context_completeness"": 1, ""entity_normalization"": 0, ""disambiguation"": 0, ""structured_data_utilization"": 0}",100.0,10.0,10.0
January 2026,Concepts,tutorial,https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/build-declarative-agents-add-knowledge,Add knowledge sources to a declarative agent created with Microsoft 365 Agents Toolkit,373,1.0,,11.7%,242,H,0.0,11.8%,51.5%,86.0%,23.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-91d390ee-8b38-03ca-6f33-0ef50ed6114f&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-91d390ee-8b38-03ca-6f33-0ef50ed6114f&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180.0,-82.0,2025-05-19,2025-11-18,43,11.5%,12.6%,74.5%,1.3%,0.0%,7%,0%,86%,6/13/2025,slevert,No,,91d390ee-8b38-03ca-6f33-0ef50ed6114f,"[""ai-business-solutions""]",39.0,Add knowledge sources to a declarative agent created with Microsoft 365 Agents Toolkit,373.0,tutorial,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,heading_hierarchy,7.0,"{""heading_hierarchy"": 2, ""chunk_autonomy"": 1, ""context_completeness"": 0, ""entity_normalization"": 2, ""disambiguation"": 0, ""structured_data_utilization"": 2}",80.0,8.0,10.0
January 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/knowledge-sources,Add knowledge sources to your declarative agent,"1,360",1.0,,9.9%,897,H,1.0,16.3%,29.8%,79.9%,33.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-ff756b08-221c-81ee-586f-64d2387bebdb&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-ff756b08-221c-81ee-586f-64d2387bebdb&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180.0,172.0,2026-01-28,2026-01-30,127,9.3%,29.9%,56.8%,3.8%,0.1%,4%,0%,80%,5/10/2025,v-koenenkaty,No,,ff756b08-221c-81ee-586f-64d2387bebdb,"[""ai-business-solutions""]",122.0,Add knowledge sources to your declarative agent,1360.0,article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,heading_hierarchy,5.0,"{""heading_hierarchy"": 2, ""chunk_autonomy"": 1, ""context_completeness"": 0, ""entity_normalization"": 0, ""disambiguation"": 1, ""structured_data_utilization"": 1}",90.0,9.0,10.0
January 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/agent-builder-add-knowledge,Add knowledge sources to your declarative agent in Microsoft 365 Copilot,"11,134",5.0,,7.6%,"7,577",H,1.0,11.8%,17.0%,88.3%,55.6%,75.0%,4.0,2.0,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a5903498-ae25-f858-caf0-ca8cdeeee599&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a5903498-ae25-f858-caf0-ca8cdeeee599&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180.0,131.0,2025-12-18,2025-12-19,730,6.6%,41.1%,49.9%,2.3%,0.1%,4%,0%,88%,12/2/2025,xwen,No,,a5903498-ae25-f858-caf0-ca8cdeeee599,"[""ai-business-solutions""]",790.0,Add knowledge sources to your declarative agent in Microsoft 365 Copilot,11134.0,concept-article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,heading_hierarchy,5.0,"{""heading_hierarchy"": 2, ""chunk_autonomy"": 1, ""context_completeness"": 1, ""entity_normalization"": 0, ""disambiguation"": 1, ""structured_data_utilization"": 0}",70.0,7.0,10.0
January 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/copilot/microsoft-365/watermarks,Add watermarks to content generated or altered by using AI in Microsoft 365,279,,,,185,H,1.0,11.5%,24.4%,77.8%,49.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-7fc329d7-6c79-851f-d99a-2014741d7b97&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-7fc329d7-6c79-851f-d99a-2014741d7b97&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180.0,166.0,2026-01-22,2026-01-22,47,16.8%,41.6%,24.0%,17.6%,0.0%,8%,0%,78%,1/22/2026,danbrown,No,,7fc329d7-6c79-851f-d99a-2014741d7b97,"[""ai-business-solutions""]",,Add watermarks to content generated or altered by using AI in Microsoft 365,279.0,concept-article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,chunk_autonomy,4.0,"{""heading_hierarchy"": 0, ""chunk_autonomy"": 1, ""context_completeness"": 0, ""entity_normalization"": 1, ""disambiguation"": 1, ""structured_data_utilization"": 1}",90.0,9.0,10.0
January 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/admin/manage/agent-365-overview,Agent 365 overview page in the Microsoft 365 admin center - Microsoft 365 admin,"5,160",,,94.1%,"2,954",H,0.0,12.6%,46.2%,78.6%,27.4%,100.0%,3.0,2.0,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-8a333d24-b43f-87ce-de74-aaf9a297a119&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-8a333d24-b43f-87ce-de74-aaf9a297a119&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180.0,101.0,2025-11-18,2025-11-19,431,8.4%,9.1%,81.9%,0.7%,0.0%,3%,0%,79%,11/18/2025,frankroj,No,,8a333d24-b43f-87ce-de74-aaf9a297a119,"[""ai-business-solutions""]",2502.0,Agent 365 overview page in the Microsoft 365 admin center - Microsoft 365 admin,5160.0,concept-article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,disambiguation,4.0,"{""heading_hierarchy"": 0, ""chunk_autonomy"": 1, ""context_completeness"": 0, ""entity_normalization"": 0, ""disambiguation"": 3, ""structured_data_utilization"": 0}",0.0,0.0,10.0
January 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/agent-builder,Agent Builder in Microsoft 365 Copilot,"7,091",2.0,,54.4%,"4,849",L,2.0,15.8%,31.8%,73.3%,38.2%,33.3%,3.0,1.0,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-b35a9947-d01d-5932-99d4-050a82b8354a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-b35a9947-d01d-5932-99d4-050a82b8354a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180.0,156.0,2026-01-12,2026-01-30,"2,909",41.0%,26.8%,27.1%,4.9%,0.1%,4%,0%,73%,12/2/2025,jasonxian,No,,b35a9947-d01d-5932-99d4-050a82b8354a,"[""ai-business-solutions""]",2497.0,Agent Builder in Microsoft 365 Copilot,7091.0,article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,context_completeness,5.0,"{""heading_hierarchy"": 1, ""chunk_autonomy"": 1, ""context_completeness"": 2, ""entity_normalization"": 1, ""disambiguation"": 0, ""structured_data_utilization"": 0}",0.0,0.0,10.0
January 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/agent-builder-regional-availability,Agent Builder in Microsoft 365 Copilot regional availability and language support,286,,,-11.7%,242,L,2.0,26.2%,27.6%,62.8%,38.5%,100.0%,1.0,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a93f405a-7a34-5854-c5dc-128a5cee2bc9&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a93f405a-7a34-5854-c5dc-128a5cee2bc9&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180.0,128.0,2025-12-15,2025-12-19,38,13.3%,30.8%,54.9%,1.0%,0.0%,1%,0%,63%,12/2/2025,jasonxian,No,,a93f405a-7a34-5854-c5dc-128a5cee2bc9,"[""ai-business-solutions""]",-38.0,Agent Builder in Microsoft 365 Copilot regional availability and language support,286.0,article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,heading_hierarchy,9.0,"{""heading_hierarchy"": 2, ""chunk_autonomy"": 2, ""context_completeness"": 2, ""entity_normalization"": 1, ""disambiguation"": 2, ""structured_data_utilization"": 0}",0.0,0.0,10.0
January 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/agent-handoff,Agent handoff for Employee Self-Service agent,175,,,-19.4%,120,H,1.0,12.0%,44.6%,70.0%,45.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5191dd9d-c9f2-a85c-b48c-fcce3cc77571&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5191dd9d-c9f2-a85c-b48c-fcce3cc77571&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,0.0,-80.0,2025-11-17,2025-11-17,25,14.3%,26.3%,54.9%,4.6%,0.0%,2%,0%,70%,11/17/2025,heidip,No,,5191dd9d-c9f2-a85c-b48c-fcce3cc77571,"[""ai-business-solutions""]",-42.0,Agent handoff for Employee Self-Service agent,175.0,article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,disambiguation,5.0,"{""heading_hierarchy"": 0, ""chunk_autonomy"": 1, ""context_completeness"": 1, ""entity_normalization"": 1, ""disambiguation"": 2, ""structured_data_utilization"": 0}",0.0,0.0,10.0
January 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/copilot/microsoft-365/copilot-agent-install,Agent installation in Microsoft 365 Copilot,578,2.0,,-7.7%,432,H,0.0,11.8%,42.6%,76.4%,31.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-c06de200-8a99-661a-5e8e-b9051c602e30&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-c06de200-8a99-661a-5e8e-b9051c602e30&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180.0,59.0,2025-10-07,2025-12-17,180,31.1%,22.7%,44.1%,2.1%,0.0%,1%,0%,76%,6/25/2025,erikre,No,,c06de200-8a99-661a-5e8e-b9051c602e30,"[""ai-business-solutions""]",-48.0,Agent installation in Microsoft 365 Copilot,578.0,concept-article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,context_completeness,6.0,"{""heading_hierarchy"": 1, ""chunk_autonomy"": 0, ""context_completeness"": 3, ""entity_normalization"": 1, ""disambiguation"": 1, ""structured_data_utilization"": 0}",0.0,0.0,10.0
January 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/admin/manage/agent-registry,Agent Registry in the Microsoft 365 admin center - Microsoft 365 admin,"3,658",2.0,,5.1%,"2,322",H,0.0,10.6%,27.6%,85.5%,38.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-4b41248f-20b0-921c-e4e9-8476830b392a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-4b41248f-20b0-921c-e4e9-8476830b392a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180.0,172.0,2026-01-28,2026-01-28,551,15.1%,15.9%,59.8%,8.3%,1.0%,4%,0%,85%,11/18/2025,frankroj,No,,4b41248f-20b0-921c-e4e9-8476830b392a,"[""ai-business-solutions""]",176.0,Agent Registry in the Microsoft 365 admin center - Microsoft 365 admin,3658.0,concept-article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,heading_hierarchy,9.0,"{""heading_hierarchy"": 3, ""chunk_autonomy"": 1, ""context_completeness"": 2, ""entity_normalization"": 0, ""disambiguation"": 3, ""structured_data_utilization"": 0}",0.0,0.0,10.0
January 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/admin/manage/agent-settings,Agent Settings in Microsoft 365 admin center - Microsoft 365 admin,"2,262",,,34.6%,"1,434",H,1.0,17.6%,26.0%,81.2%,40.6%,50.0%,2.0,1.0,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-26f5b435-67bf-b3bd-a4af-9b29acedb811&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-26f5b435-67bf-b3bd-a4af-9b29acedb811&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180.0,157.0,2026-01-13,2026-01-23,500,22.1%,21.0%,53.5%,2.4%,1.0%,5%,0%,81%,11/18/2025,frankroj,No,,26f5b435-67bf-b3bd-a4af-9b29acedb811,"[""ai-business-solutions""]",582.0,Agent Settings in Microsoft 365 admin center - Microsoft 365 admin,2262.0,concept-article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,context_completeness,9.0,"{""heading_hierarchy"": 2, ""chunk_autonomy"": 0, ""context_completeness"": 3, ""entity_normalization"": 1, ""disambiguation"": 3, ""structured_data_utilization"": 0}",0.0,0.0,10.0
January 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/admin/activity-reports/microsoft-365-copilot-agents,Agent usage in Microsoft 365 Copilot - Microsoft 365 admin,"1,039",,,-26.6%,708,L,2.0,15.7%,21.0%,78.5%,37.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-323d3281-32cd-9005-7994-f2dc4296c429&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-323d3281-32cd-9005-7994-f2dc4296c429&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,> 365 days,180.0,-311.0,2024-10-02,2025-12-15,495,47.6%,29.3%,19.1%,3.8%,0.2%,4%,0%,78%,12/9/2024,cmcatee,No,,323d3281-32cd-9005-7994-f2dc4296c429,"[""ai-business-solutions""]",-376.0,Agent usage in Microsoft 365 Copilot - Microsoft 365 admin,1039.0,concept-article,Concepts,learn,Microsoft Learn,markdown,LMC_Monthly_Engagement_Metrics.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,heading_hierarchy,4.0,"{""heading_hierarchy"": 1, ""chunk_autonomy"": 1, ""context_completeness"": 1, ""entity_normalization"": 0, ""disambiguation"": 1, ""structured_data_utilization"": 0}",0.0,0.0,10.0
